,Job Title,Company,Rating,Location,City,State,Salary Estimate,Min Salary (Thousands),Max Salary (Thousands),Average Salary (Thousands),Size,Industry,Job Description,Seniority
761,Data Analyst,Caris Life Sciences,3.2,"Dallas, TX",Dallas,TX,$49K - $87K (Glassdoor est.),49,87,68.0,201 to 500 Employees,Business Services,"Job Details
Level
Experienced
Job Location
Dallas, TX - , TX
Remote Type
N/A
Position Type
Full Time
Education Level
4 Year Degree
Salary Range
Undisclosed
Travel Percentage
Up to 25%
Job Shift
Undisclosed
Job Category
Sales
Description
Job Title: Analyst - Precision Oncology Alliance
Position Summary:
The Analyst will support the Vice Chairman of Caris Life Sciences and the Precision Oncology Alliance Coverage team in the following: (i) Identification and analysis of Precision Oncology Alliance targets (large academic and community oncology practices), (ii) evaluation and execution of Precision Oncology Alliance partnerships, (iii) support the calling effort focused on the Company’s Precision Oncology Alliance Centers of Excellence network comprising leading academic cancer centers and large community practices, and (iv) overall company strategy. The Analyst will work closely with the Vice Chairman, the Precision Oncology Alliance coverage team and the Corporate Development team. The position requires a smart and driven individual who is motivated to learn from a highly experienced team.
Job Responsibilities:
Support the Precision Oncology Alliance coverage team in identifying, evaluating and executing various cancer center partnership opportunities.
Support the Precision Oncology Alliance coverage team in the identification, evaluation and assessment of opportunities, including preparation and updating internal and external materials such as strategy documents, cancer center lists and profiles and pitch documents.
Support Precision Oncology Alliance outreach including working on company presentations, script and meetings.
Develop and manage the calling list and activity for the Precision Oncology Alliance.
Stays current on industry and competitor trends.
Assists as needed to perform other related duties and special projects, as required.
Assist the POA team in identifying and tracking metrics of success aligned with the Precision Oncology Alliance strategy and vision

Qualifications
Knowledge, Skills, and Experience
a. Strong understanding of spreadsheet and ability to work proficiently in Excel.
b. Highly proficient in using PowerPoint to develop, update and maintain various documents including strategy documents, presentations and external pitch materials.
c. Demonstrated team player and interpersonal skills. The role will require interaction with a wide range of fellow employees including senior leaders.
d. Maintain a high standard of discipline and professionalism.
e. Ability to think creatively and initiate new ideas or solutions to business issues.
f. Demonstrated commitment, self-motivation, and drive.
g. Ability to work in a fast-past, competing deadline driven environment.
h. Communication – Proficient verbal and written communication skills. Willingness to share and receive information and ideas from all levels of the organization in order to achieve the desired results.
i. Teamwork – Commitment to the successful achievement of team and organizational goals through a desire to participate with and help other members of the team.
Education, Certification/Licensure, and/or Experience
a. Bachelor’s Degree required.
b. 2-4 years of experience with a professional fast-paced environment.
This job description reflects management’s assignment of essential functions. Nothing in this job description restricts management’s right to assign or reassign duties and responsibilities to this job at
any time.
Caris Life Sciences is an equal opportunity employer that is committed to diversity and inclusion in the workplace. We prohibit discrimination and harassment of any kind based on race, color, religion, sex (including pregnancy, gender identity, and sexual orientation), national origin, age (40 or older), disability or genetic information, or any other protected characteristic as outlined by federal, state, or local laws",mid-level
762,"Research Analyst, Roadway Data",State of Idaho,3.5,"Boise, ID",Boise,ID,$29K - $56K (Glassdoor est.),29,56,42.5,201 to 500 Employees,Government,"Description
Idaho Transportation Department
Our Mission: Your Safety. Your Mobility. Your Economic Opportunity.
The Idaho Department of Transportation (ITD) currently has an opportunity for a Research Analyst in Roadway Data. This position will be reporting to the Headquarters office in Boise, Idaho. The primary responsibilities of this position include working with portable data collection devices to collect traffic information. This position will also supplement some troubleshooting of permanent traffic monitoring devices. Most of this position is spent outdoors, working in the field to collect data, with some office work uploading data and performing the first round of quality analysis.

This position requires:
Up to 60% travel with occasional overnight stays.
Ability to lift ups to 50 pounds
Example of Duties
Install/Inspect/Maintain traffic monitoring equipment on-site;
Quality check counter data for potential systemic issues;
Collect short-term data in the field;
Review data in the field with traffic monitoring -based software;
Manually collect data using a variety of technologies;
Provide quality reports to accompany data (such as field sheets);
Prepare analytical reports using software such as Excel, Centurion, and Jackalope;
Perform other duties as assigned.
Minimum Qualifications
Good knowledge of: research methods; principles of statistics. Experience: writing analytical (research) reports or materials; using statistical software or spreadsheet software to perform statistical analysis.

Desired Qualifications:
Experience using electronics equipment, such as ohm-meters;
Knowledge of circuitry;
Experience troubleshooting electronic or communications equipment.
Supplemental Information",mid-level
763,Public Health Data Analyst,Booz Allen Hamilton Inc.,4.2,"Bethesda, MD",Bethesda,MD,$45K - $82K (Glassdoor est.),45,82,63.5,10000+ Employees,Business Services,"Job Number: R0096141

Public Health Data Analyst, Mid

Key Role:

Apply data management and analytic expertise to answer complex questions related to healthcare. Identify existing data sources, collect and analyze key data and information. Evaluate and monitor data quality to meet the organization's information system needs and requirements. Work without considerable direction. Supervise and mentor team members. Work with team members and clients to develop and implement requirements for data visualization. Work with team members and clients to design and implement web-based surveys.

Basic Qualifications:
2+ years of experience with using SAS for data management and data analysis of complex data sets
1+ years of experience with Python and R
Experience with data visualization and dashboarding tools, including Tableau
Experience with designing, developing, and implementing web-based surveys
Knowledge of projects and datasets emanating from health focused government agencies, including CMS, CDC, and AHRQ
Ability to obtain a security clearance
BA or BS degree
Additional Qualifications:
Experience with natural language processing or artificial intelligence is an advantage
Clearance:

Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.

We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.",mid-level
764,Public Health Data Analyst,Booz Allen Hamilton Inc.,4.2,"Bethesda, MD",Bethesda,MD,$45K - $82K (Glassdoor est.),45,82,63.5,10000+ Employees,Business Services,"Job Number: R0096141

Public Health Data Analyst, Mid

Key Role:

Apply data management and analytic expertise to answer complex questions related to healthcare. Identify existing data sources, collect and analyze key data and information. Evaluate and monitor data quality to meet the organization's information system needs and requirements. Work without considerable direction. Supervise and mentor team members. Work with team members and clients to develop and implement requirements for data visualization. Work with team members and clients to design and implement web-based surveys.

Basic Qualifications:
2+ years of experience with using SAS for data management and data analysis of complex data sets
1+ years of experience with Python and R
Experience with data visualization and dashboarding tools, including Tableau
Experience with designing, developing, and implementing web-based surveys
Knowledge of projects and datasets emanating from health focused government agencies, including CMS, CDC, and AHRQ
Ability to obtain a security clearance
BA or BS degree
Additional Qualifications:
Experience with natural language processing or artificial intelligence is an advantage
Clearance:

Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.

We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.",mid-level
765,"Data Analyst, Diablo Immortal",Blizzard Entertainment,3.5,"Irvine, CA",Irvine,CA,$45K - $86K (Glassdoor est.),45,86,65.5,1001 to 5000 Employees,Media,"Team Name:

Global Insights
Job Title:
Data Analyst, Diablo Immortal
Requisition ID:
R004572
Job Description:


Blizzard Entertainment games dont just begin with game ideas, or end once those games are released. A lot more goes into the creation of a Blizzard product than the work of developersand we support our games for years after theyre in the hands of gamers world-wide.

Blizzard Entertainment is seeking a Analyst to support Diablo Immortals data analysis need during development and live operation. We are looking for someone who can lead strategic analysis focused on identification, evaluation, and execution of opportunities to drive growth and operational excellence.

QUEST DESCRIPTION
Slice through petabytes of data to find compelling and actionable business insights
Apply vision and confidence to design and direct qualitative and quantitative analysis
Effectively communicate findings to both technical and non-technical audiences
Collaborate with Game Designers, Product Managers, Engineers and co-developer partners to deliver business impact
Stay abreast of industry trends and innovations
REQUIRED TALENT BUILD
Arcane Brilliance: Analytical orientation and strong problem-solving skills, demonstrated by the ability to structure an issue and analyze alternative solutions. Tireless advocate for the use of data to solve problems.
Power Word: Curiosity: Curious, internally-motivated self-starter with ability to plan, organize, and establish priorities to manage multiple projects and achieve results.
Break it down!: Superior communications, presentation, and facilitation skills: must have the ability to structure a concise, clear presentation of findings, based on large sets of complex data, and effectively present this to any level in the organization.
Chart the Course: Capable of building highly functional and beautiful dashboards.
Confident Aim: Strong quantitative skills with a penchant for analytical query writing.
Stay Awhile and Listen: Excellent interpersonal skills. Effective with storytelling using data and appropriate visualizations.
GEAR LEVEL REQUIREMENT
2+ years of work experience in data analytics or data science roles
BS in Computer Science, Math, Statistics, Economics, or other quantitative field
Demonstrated experience with some or all of the following: data modeling, statistics, experiment design, predictive modeling
Proficient in SQL; Adept in at least one visualization tool such as Tableau; R or Python knowledge is a plus
Familiar with mobile game/app development process
Fluent in Mandarin is preferred, but not required
Blizzard Entertainment is a global company committed to growing our employees along with the business. We offer generous benefits and perks with an eye on providing true work / life balance. Weve worked hard to foster an intensely collaborative and creative environment, a diverse and inclusive employee culture, and training and opportunity for professional growth. Our people are everything. Our core values are real, and our mission has never changed. We are dedicated to creating the most epic entertainment experiencesever. Join us!",mid-level
766,Digital Data Analyst,"Agilent Technologies, Inc.",4.3,"Wilmington, DE",Wilmington,DE,$51K - $87K (Glassdoor est.),51,87,69.0,10000+ Employees,Biotech & Pharmaceuticals,"Agilent inspires and supports discoveries that advance the quality of life. We provide life science, diagnostic and applied market laboratories worldwide with instruments, services, consumables, applications and expertise. Agilent enables customers to gain the answers and insights they seek - so they can do what they do best: improve the world around us. Information about Agilent is available at www.agilent.com.
We are looking for a marketing/sales professional to join the new Agilent CrossLab Channel Enablement Team. We are looking for a self-motivated individual who has strong inter-personal, project management skills to be a highly effective commercialization resource to support the ACG sales & marketing teams.
You will work as a member of the ACG Channel Enablement Digital Team to gather and define business requirements on digital data analyses to support ACG digital strategy.
Responsabilities:
Translate the business requirements and define the functionality for development teams to create enhancements that provide optimal solutions for the business. This includes creating dashboards collaborating with the Agilent Analytics Center of Excellence.
Analyze Google Analytics of ACG marketing content, identify trends and insights to generate thoughtful, actionable reports around digital conversion, trends and patterns
Provide recommendations to product marketing around digital trends and patterns to improve content effectiveness.
Collaborating with the business, develop digital dashboards to track and monitor KPIs.
Provide support for ACG business and customer requests/issues and investigate issues related to digital business process flow.
Proactively influence digital tool(s) design/development and issue prevention.
Combine deep analysis skills and experience with outstanding communication skills, both written and verbal.",mid-level
767,Data Analyst,LeaseQuery,4.0,"Atlanta, GA",Atlanta,GA,$36K - $67K (Glassdoor est.),36,67,51.5,51 to 200 Employees,Accounting & Legal,"LeaseQuery, recently named #29 on the Inc. 5000 fastest growing companies in the US, is seeking a Data Analyst to join our team. As a Data Analyst partnering with the Sales and Marketing team, you will perform the analysis of key questions, root causing of sales performance scenarios, hypothesis development and testing, and modeling of recommended solutions. The candidate may also interact with and communicate findings and recommendations to senior business leaders.

LeaseQuery is a FinTech accounting software that helps companies easily comply with accounting guidelines. We provide the unique ability to work at one of the fastest growing companies in the country, one that has the best-reviewed product in the market, and that has a company culture frequently named as one of the best places to work.
Responsibilities
Highly analytical with a proven ability to turn data into compelling insight.
Develop and maintain statistical models to inform strategic business decisions, and set up/maintain a robust model pipeline.
Prototype new, innovative analytic solutions, and work with a cross-functional team to move vetted solutions to production as needed.
Support data inquiries. Analyze data and identify trends. Draw conclusions, present insights and tell compelling stories.
Be a self-starter - work independently with minimal direction or oversight.
Requirements
2+ years of direct experience with analytics, reporting, data mining, advanced analytical modeling, and data visualization.
Bachelor’s Degree required in Mathematics, Finance, Economics, or like discipline; MBA or advanced degree preferred.
Statistics experience / experience in descriptive, exploratory, inferential, predictive and causal analysis.
Experience with SQL is a must, Python/pandas preferred but not required
Experience with cloud environments, specifically AWS, is strongly preferred.
Knowledge of BI tools (Tableau, Alteryx).
Salesforce experience is a plus
Experience with Customer Support Analytics a plus
Benefits
Casual dress environment (when in office)
Flexible PTO - Including 11 holidays
Advancement opportunities based on results, not politics
Employee Development Program stipend for each employee to use towards external training, certificates, or classes
Paid Parental Leave - 10 weeks paid leave for ALL new parents
Mentorship Program
REDI (Race, Ethnicity, Diversity, and Inclusion) Committee
Terrific company culture of inclusiveness and valuing everyone’s contributions
Great health benefits with multiple plans to choose from.
401(k) plan with employer matching (after 1 year)
LeaseQuery is an equal opportunity employer to all persons, free from restrictions and prejudice based upon race, color, creed, religion, sex, domestic relationship status, parental status, family status, sexual orientation, national origin, gender identity, age, and disability status. LeaseQuery maintains a drug-free workplace.",mid-level
768,"Analyst, Data Science Analytics",Sephora,3.8,"Palo Alto, CA",Palo Alto,CA,$42K - $76K (Glassdoor est.),42,76,59.0,10000+ Employees,Retail,"Job ID: 182982
Location Name: CA-FSC SF Off (0174)
Address: 525 Market St, 32nd Floor, Palo Alto, CA 94105, United States (US)
Job Type: Full Time
Position Type (Regular/Temporary): Regular
Job Function: Marketing

Position: Analyst, CRM Data Science Analytics

Location: San Francisco FSC

Sephora Digital

Through original thinking, pioneering action, and disrupting the status quo, our Digital team has transformed the beauty retail industry. From social to mobile to site to in-store technology, Sephora is a leading digital player that builds innovative client experiences where the clients are always the focus. With a “Genius” designation on the L2 Digital IQ Index (seven years in a row), we’ll continue to set the pace for the industry…especially with you on our team.

Your role at Sephora:

As Analyst, CRM Data Science Analytics, you will enable our CRM journey by building tools and technology that allow us to create hyper-personalized and relevant content for our clients across the lifecycle and purchase cycle and drive high-value long term behaviors while leveraging data as a strategic asset. This is a unique opportunity to join a team in its youth and influence its direction and impact as we invest in Data Science and CRM capabilities to power Sephora’s future growth.

The position reports to the Manager of CRM Data Science Analytics.

Position Responsibilities:

Research and Analytics – Execute analytics to drive Client-led thinking – 60%
Execute analyses that will transform Sephora to a client-led mindset and drive company-wide prioritization of high value actions (eg. CLV, omni)
Build data-driven client segments
Build comprehensive analytics views of predictive drivers
Develop granular understanding of client behaviors for feature definition
Define and establish multi-dimensional paths to drive desired priorities at multiple levels (eg. high value, omni pathway, category/subcategory)
Build presentations to educate business on findings
Additional ad hoc and exploratory analyzes as needed
Data Science – Support business requirements for ML Models – 20%
Understand business priorities and use cases needed to inform ML models
Translate business inputs and research, including exploration of prototype statistical modelsinto requirements for new and optimized ML models, features, and client segments meant for production
Create examples to help ML team understand business requirements
Collaborate with ML team on model builds through participation in regular meetings and working sessions
Data Science – Execute ML model launch strategy – 30%
Build and automate methodologies and reporting to monitor ML model performance in production
Provide insights to ensure proper in-market implementation of ML models (eg. Propensities and model versioning by use case, a/b testing)
Maintain a universal standard, process, and repository of ML models and client insights to support team documentation and organizational sharing
Ad hoc analyzes to support models in production
Demonstrate our Sephora values of Passion for Client Service, Innovation, Expertise, Balance, Respect for All, Teamwork, and Initiative
We’re excited about you if you have:
Quantitative background with 1-2 years of experience in a hands-on predictive modeling or machine learning role and analytics experience in marketing, finance, and strategy
Experience in SQL and at least one necessary analytics tool (SAS, R, and/or Python) with a willingness to learn additional
Some professional experience with data mining, analysis, modeling, of large scale, complex data sets
Exceptional problem solving and analysis skills
Excellent written and verbal communication skills – able to articulate findings that are not always straightforward or intuitive
Intellectual curiosity and willingness to accept feedback
Superb attention to detail
Ability to work within tight deadlines and handle multiple projects
Flexible and adaptive, enjoys an ever-changing, dynamic work environment
Comfortable with ambiguity
Ability to work within tight deadlines and handle multiple projects
You’ll love working here because:
The manifesto. Sephora believes in championing all beauty, living with courage, and standing fearlessly together to celebrate our differences. We will never stop building a community where diversity is expected, self-expression is honored, all are welcomed, and you are included. We belong to something beautiful.
The people. You will be surrounded by some of the most talented, supportive, smart, and kind leaders and teams – people you can be proud to work with.
The product. Employees enjoy a product discount and receive free product (“gratis”) various times throughout the year. (Think your friends and family love you now? Just wait until you work at Sephora!)
The business. It feels good to win – and Sephora is a leader in the retail industry, defining experiential retail with a digital focus and creating the most loved beauty community in the world…with the awards and accolades to back it up.
The perks. Sephora offers comprehensive medical benefits, generous vacation/holiday time off, commuter benefits, and “Summer Fridays” (half-days every Friday between Memorial and Labor Day)…and so much more.
The LVMH family. Sephora’s parent company, LVMH, is one of the largest luxury groups in the world, providing support to over 70 brands such as Louis Vuitton, Celine, Marc Jacobs, and Dior.
Working at Sephora’s Field Support Center (FSC)

Our North American operations are based in the heart of San Francisco’s Financial District, but you won’t hear us call it a headquarters – it’s the Field Support Center (FSC). At the FSC, we support our stores in providing the best possible experience for every client. Dedicated teams cater to our client’s every need by creating covetable assortments, curated content, compelling storytelling, smart strategy, skillful analysis, expert training, and more. It takes a lot of curious and confident individuals, disrupting the status quo and taking chances. The pace is fast, the fun is furious, and the passion is real. We never rest on our laurels. Our motto? If it’s not broken, fix it.

Sephora is an equal opportunity employer and values diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, ancestry, citizenship, gender, gender identity, sexual orientation, age, marital status, military/veteran status, or disability status. Sephora is committed to working with and providing reasonable accommodation to applicants with physical and mental disabilities.

Sephora will consider for employment all qualified applicants with criminal histories in a manner consistent with applicable law. #LI-SCR

COMPANY OVERVIEW:
SEPHORA has been changing the face of prestige cosmetics since its debut in 1970s Paris. Sephora was acquired by luxury group Moët Hennessy Louis Vuitton (LVMH) in 1997 then launched stateside in 1998, and is currently home to 200 world-class brands - including its own private label, SEPHORA COLLECTION. Sephora's curated assortment features more than 14,000 products including makeup, skin care, perfume, hair care, body, professional tools and more. Sephora is the beauty education hub, offering consultations at the Beauty Studio, a variety of complimentary classes, one-on-one service from Personal Beauty Advisors, and exclusive retail technology SKINCARE IQ, COLOR IQ, and FRAGRANCE IQ. Sephora is an international force in beauty, and its award-winning website and ever-growing presence on social-media make it the world's premier digital beauty destination.",mid-level
769,Business Intelligence Analyst - Data & Analytics,Tanner Health System,3.7,"Carrollton, GA",Carrollton,GA,$37K - $78K (Glassdoor est.),37,78,57.5,1001 to 5000 Employees,Health Care,"The Business Intelligence Analyst will be an active member of the Data and Analytics team to design enterprise-wide reporting and analytics solutions to support the information needs of the organization. As a member of the data acquisition team within Data and Analytics, the BI Analyst II will assist in transforming disparate data sources processes into a cohesive reporting tools to help meet the customer?s needs and requirements and enable them to implement their performance improvement projects, vision, and strategy.The successful Business Intelligence Analyst II will be a team player who can understand design concepts and work with business analysts and technologists to assist in determining and implementing the best solutions for complex data needs. The Business Intelligence Analyst II will assist in determining the best method to re-tool data by focusing on data efficacy, data quality, and data reporting in an overall effort to help build confidence in data housed in the data repositories at Tanner. The Business Intelligence Analyst II will also assist members of the Analytics team working closely with customers to provide advice and training on the most efficient and effective BI tools adopted by the organization to help customers manage, analyze, and gain insight from their data.

Education
Bachelor's Degree

Experience
Two years of related experience. Requires working knowledge of specialized practices, equipment, and procedures.

Licenses & Certifications
NONE REQUIRED

Qualifications
Ability to apply core mathematical concepts and competencies to develop reports, forecasts, dashboards, and solutions to business problems.
Demonstrated experience working and collaborating in a team environment with supervision, and following predetermined guidelines.
Demonstrated knowledge of hospital operations, patient management, the interrelationship of systems and how technology enables business processes is preferred.
Evidence of problem-solving skills and ability to comprehend database methodology.
Experience analyzing business processes from a business intelligence perspective and knowledge of how to use validated and timely data to construct update key metrics.
Experience with Data Warehousing and data repositories is preferred.
Knowledge of Business Intelligence Tools (e.g. MS Power BI, Tableau,... ) highly preferred.
Minimum of 2 years experience in supporting a business intelligence reporting solution.
Minimum of 2 years experience supporting reporting requests utilizing SQL query language is required.
SQL skills required .",mid-level
770,Data Analyst,Stripes,2.8,"New York, NY",New York,NY,$35K - $63K (Glassdoor est.),35,63,49.0,5001 to 10000 Employees,"Restaurants, Bars & Food Services","Stripes is a $3B growth equity firm that makes $10-150 million investments in software and consumer businesses. Located in downtown New York with a team comprised of experienced founders and operators, Stripes has invested in and scaled influential companies globally including Monday.com, Udemy, Califia Farms, Siete Foods, Snyk and Levain Bakery, among others. Our approach pushes the investment team to think and operate like entrepreneurs and work to assist in building remarkable businesses and brands. We lend active support to help build networks, accelerate go-to-market efforts, recruit talent, offer M&A and capital guidance and support other operational elements critical to market leaders in the software and consumer markets.
We are looking to add a Data Analyst to our team who will report to our CTO.
Responsibilities:
Work with software development teams to manage ongoing software projects
Work with data vendors and support data integrations
Generate lists and run reports for our Investment Team
Engage in daily data clean-up
Work to ensure data quality across various data sources
Conduct quality assurance and performance testing
Data Analyst Qualifications:
Strong ""customer service"" mentality; happy to be ""of service"" to other team members at Stripes
Must have strong Microsoft Excel and Office technical skills – Salesforce/other CRM exp. preferred
Proven experience in project management
Prefer 2-3 years of solid research/database experience in any industry
Intimate familiarity with Salesforce or other CRM
Have experience with integration of 3rd party software APIs
Provide administrative and project work as needed by Sales and/or other teams
Must have interest in entrepreneurship and private equity/venture capital
Need problem solvers, strong attention to detail, professional and sharp
Must have ability to adapt quickly to changing priorities
Ability to prioritize multiple projects and meet deadlines
Ability to learn new systems quickly
Working with multiple different stakeholders and align on objectives and deliverables
Laid back/down to earth environment – need someone w/ positive attitude but not afraid to roll-up their sleeves!
Candidate applications will be reviewed on a rolling basis.
For more information, please visit www.stripes.co.",mid-level
771,Credit Quantitative Analyst/Data Scientist,Citi,3.9,"New York, NY",New York,NY,$97K - $193K (Glassdoor est.),97,193,145.0,10000+ Employees,Finance,"Responsibilities:
Work closely with Traders, Sales and Technology professionals in Global Spread Products with a primary focus in the credit space to build analytics and processes that enhance the way we service clients
Create, implement, and support quantitative models for the credit trading business leveraging a combination of meticulous data analysis, traditional statistical reasoning, and advanced machine learning techniques
Diligently architect and manage the evolution of the code base, including collaborating with other teams to maximize scale and leverage across the organization
Qualifications:
3-5 years of experience in a comparable quantitative modeling or analytics role, ideally in the financial sector
Demonstrated experience applying statistical and/or machine learning techniques in the financial industry
Strong technical/programming skills: Python, SQL, kdb+/q desired. C++ and JavaScript are nice to have
Extreme attention to details and genuine interest in gaining intimacy with the different trading datasets. Ability to manipulate and analyze complex, large scale, high dimensional data from varying sources
Clear and concise written and verbal communication skills. Ability to communicate complex problems to the relevant stakeholders
Education:
Masters/PhD degree
-------------------------------------------------

Job Family Group:

Institutional Trading

-------------------------------------------------

Job Family:

Quantitative Analysis

------------------------------------------------------

Time Type:

Full time

------------------------------------------------------

Citi is an equal opportunity and affirmative action employer.

Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Citigroup Inc. and its subsidiaries (""Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.

View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.

View the EEO Policy Statement.

View the Pay Transparency Posting",mid-level
772,Business Intelligence Analyst - Data & Analytics,Tanner Health System,3.7,"Carrollton, GA",Carrollton,GA,$37K - $78K (Glassdoor est.),37,78,57.5,1001 to 5000 Employees,Health Care,"The Business Intelligence Analyst will be an active member of the Data and Analytics team to design enterprise-wide reporting and analytics solutions to support the information needs of the organization. As a member of the data acquisition team within Data and Analytics, the BI Analyst II will assist in transforming disparate data sources processes into a cohesive reporting tools to help meet the customer?s needs and requirements and enable them to implement their performance improvement projects, vision, and strategy.The successful Business Intelligence Analyst II will be a team player who can understand design concepts and work with business analysts and technologists to assist in determining and implementing the best solutions for complex data needs. The Business Intelligence Analyst II will assist in determining the best method to re-tool data by focusing on data efficacy, data quality, and data reporting in an overall effort to help build confidence in data housed in the data repositories at Tanner. The Business Intelligence Analyst II will also assist members of the Analytics team working closely with customers to provide advice and training on the most efficient and effective BI tools adopted by the organization to help customers manage, analyze, and gain insight from their data.

Education
Bachelor's Degree

Experience
Two years of related experience. Requires working knowledge of specialized practices, equipment, and procedures.

Licenses & Certifications
NONE REQUIRED

Qualifications
Ability to apply core mathematical concepts and competencies to develop reports, forecasts, dashboards, and solutions to business problems.
Demonstrated experience working and collaborating in a team environment with supervision, and following predetermined guidelines.
Demonstrated knowledge of hospital operations, patient management, the interrelationship of systems and how technology enables business processes is preferred.
Evidence of problem-solving skills and ability to comprehend database methodology.
Experience analyzing business processes from a business intelligence perspective and knowledge of how to use validated and timely data to construct update key metrics.
Experience with Data Warehousing and data repositories is preferred.
Knowledge of Business Intelligence Tools (e.g. MS Power BI, Tableau,... ) highly preferred.
Minimum of 2 years experience in supporting a business intelligence reporting solution.
Minimum of 2 years experience supporting reporting requests utilizing SQL query language is required.
SQL skills required .",mid-level
773,Data Analyst,Stripes,2.8,"New York, NY",New York,NY,$37K - $78K (Glassdoor est.),37,78,57.5,5001 to 10000 Employees,"Restaurants, Bars & Food Services","Stripes is a $3B growth equity firm that makes $10-150 million investments in software and consumer businesses. Located in downtown New York with a team comprised of experienced founders and operators, Stripes has invested in and scaled influential companies globally including Monday.com, Udemy, Califia Farms, Siete Foods, Snyk and Levain Bakery, among others. Our approach pushes the investment team to think and operate like entrepreneurs and work to assist in building remarkable businesses and brands. We lend active support to help build networks, accelerate go-to-market efforts, recruit talent, offer M&A and capital guidance and support other operational elements critical to market leaders in the software and consumer markets.
We are looking to add a Data Analyst to our team who will report to our CTO.
Responsibilities:
Work with software development teams to manage ongoing software projects
Work with data vendors and support data integrations
Generate lists and run reports for our Investment Team
Engage in daily data clean-up
Work to ensure data quality across various data sources
Conduct quality assurance and performance testing
Data Analyst Qualifications:
Strong ""customer service"" mentality; happy to be ""of service"" to other team members at Stripes
Must have strong Microsoft Excel and Office technical skills – Salesforce/other CRM exp. preferred
Proven experience in project management
Prefer 2-3 years of solid research/database experience in any industry
Intimate familiarity with Salesforce or other CRM
Have experience with integration of 3rd party software APIs
Provide administrative and project work as needed by Sales and/or other teams
Must have interest in entrepreneurship and private equity/venture capital
Need problem solvers, strong attention to detail, professional and sharp
Must have ability to adapt quickly to changing priorities
Ability to prioritize multiple projects and meet deadlines
Ability to learn new systems quickly
Working with multiple different stakeholders and align on objectives and deliverables
Laid back/down to earth environment – need someone w/ positive attitude but not afraid to roll-up their sleeves!
Candidate applications will be reviewed on a rolling basis.
For more information, please visit www.stripes.co.",mid-level
